NAME,Gender,COUNTRY,Age,Major teams,Batting style,Bowling style,BATTING_ODIs_Mat,BATTING_ODIs_Inns,BATTING_ODIs_NO,BATTING_ODIs_Runs,BATTING_ODIs_Ave,BATTING_ODIs_BF,BATTING_ODIs_SR,BATTING_ODIs_100,BATTING_ODIs_50,BATTING_T20Is_Mat,BATTING_T20Is_Inns,BATTING_T20Is_NO,BATTING_T20Is_Runs,BATTING_T20Is_Ave,BATTING_T20Is_BF,BATTING_T20Is_SR,BATTING_T20Is_100,BATTING_T20Is_50,BOWLING_ODIs_Mat,BOWLING_ODIs_Inns,BOWLING_ODIs_Balls,BOWLING_ODIs_Runs,BOWLING_ODIs_Wkts,BOWLING_ODIs_Ave,BOWLING_ODIs_Econ,BOWLING_ODIs_SR,BOWLING_ODIs_4w,BOWLING_ODIs_5w,BOWLING_T20Is_Mat,BOWLING_T20Is_Inns,BOWLING_T20Is_Balls,BOWLING_T20Is_Runs,BOWLING_T20Is_Wkts,BOWLING_T20Is_Ave,BOWLING_T20Is_Econ,BOWLING_T20Is_SR,BOWLING_T20Is_4w,BOWLING_T20Is_5w,group
Bismah Maroof,1,Pakistan,28.0,"['Asia Women XI,', 'Pakistan Women']",Left-hand bat,Legbreak,100.0,97.0,11.0,2342.0,27.23,4241.0,55.22,0.0,12.0,95.0,89.0,17.0,1812.0,25.16,2013.0,90.01,0.0,7.0,100.0,61.0,1566.0,1020.0,41.0,24.87,3.9,38.1,1.0,0.0,95.0,56.0,790.0,691.0,35.0,19.74,5.24,22.5,0.0,0.0,44
Batool Fatima,1,Pakistan,37.0,Pakistan Women,Right-hand bat,Right-arm medium-fast,83.0,67.0,11.0,483.0,8.62,0.0,0.0,0.0,0.0,45.0,17.0,6.0,64.0,5.81,93.0,68.81,0.0,0.0,83.0,3.0,90.0,61.0,1.0,61.0,4.06,90.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Diana Baig,1,Pakistan,24.0,"['Lasers Women,', 'Pakistan Women']",Right-hand bat,Right-arm medium,18.0,14.0,4.0,40.0,4.0,100.0,40.0,0.0,0.0,12.0,5.0,4.0,19.0,19.0,29.0,65.51,0.0,0.0,18.0,18.0,732.0,600.0,20.0,30.0,4.91,36.6,1.0,0.0,12.0,12.0,205.0,178.0,8.0,22.25,5.2,25.6,0.0,0.0,8
Elizebath Khan,1,Pakistan,30.0,"['Lasers Women,', 'Pakistan Women']",Right-hand bat,Right-arm fast-medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,12.0,11.0,0.0,0.0,5.5,0.0,0.0,0.0,7
Ghulam Fatima,1,Pakistan,24.0,Pakistan Women,Right-hand bat,Legbreak,3.0,1.0,1.0,1.0,0.0,2.0,50.0,0.0,0.0,2.0,2.0,1.0,6.0,6.0,7.0,85.71,0.0,0.0,3.0,3.0,147.0,109.0,6.0,18.16,4.44,24.5,0.0,0.0,2.0,2.0,38.0,33.0,0.0,0.0,5.21,0.0,0.0,0.0,41
Huda Ziad,1,Pakistan,36.0,Pakistan Women,Right-hand bat,Legbreak,15.0,10.0,5.0,4.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
Iram Javed,1,Pakistan,28.0,"['Pakistan Women,', 'Strikers Women']",Right-hand bat,Right-arm medium-fast,15.0,13.0,0.0,124.0,9.53,253.0,49.01,0.0,0.0,24.0,20.0,4.0,136.0,8.5,196.0,69.38,0.0,0.0,15.0,5.0,90.0,80.0,3.0,26.66,5.33,30.0,0.0,0.0,24.0,6.0,43.0,55.0,1.0,55.0,7.67,43.0,0.0,0.0,6
Javeria Rauf,1,Pakistan,30.0,"['Knights,', 'Pakistan Women']",Right-hand bat,Right-arm fast-medium,4.0,4.0,2.0,31.0,15.5,59.0,52.54,0.0,0.0,9.0,8.0,1.0,111.0,15.85,149.0,74.49,0.0,0.0,4.0,3.0,60.0,55.0,1.0,55.0,5.5,60.0,0.0,0.0,9.0,4.0,60.0,64.0,4.0,16.0,6.4,15.0,0.0,0.0,27
Javeria Khan,1,Pakistan,31.0,"['Pakistan Women,', 'South Zone Women (Pakistan)']",Right-hand bat,Right-arm offbreak,95.0,92.0,11.0,2457.0,30.33,3889.0,63.17,2.0,14.0,88.0,83.0,11.0,1542.0,21.41,1675.0,92.05,0.0,5.0,95.0,28.0,860.0,636.0,17.0,37.41,4.43,50.5,0.0,0.0,88.0,14.0,240.0,222.0,11.0,20.18,5.55,21.8,0.0,0.0,44
Kiran Baluch,1,Pakistan,41.0,"['Baluchistan Women,', 'Pakistan Women']",Right-hand bat,Right-arm offbreak,40.0,40.0,0.0,570.0,14.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.0,1377.0,832.0,22.0,37.81,3.62,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Khursheed Jabeen,1,Pakistan,40.0,"['Pakistan Women,', 'Sind Women']",Left-hand bat,Slow left-arm orthodox,30.0,29.0,9.0,117.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,29.0,1364.0,751.0,26.0,28.88,3.3,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
Kanwal Naz,1,Pakistan,30.0,"['Pakistan Women,', 'South Zone Women (Pakistan)']",Left-hand bat,Slow left-arm orthodox,3.0,2.0,1.0,17.0,17.0,27.0,62.96,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,120.0,82.0,4.0,20.5,4.1,30.0,0.0,0.0,2.0,2.0,42.0,46.0,0.0,0.0,6.57,0.0,0.0,0.0,45
Kainat Imtiaz,1,Pakistan,27.0,"['Pakistan Women,', 'South Zone Women (Pakistan)']",Right-hand bat,Right-arm medium-fast,11.0,7.0,1.0,51.0,8.5,119.0,42.85,0.0,0.0,5.0,4.0,1.0,10.0,3.33,33.0,30.3,0.0,0.0,11.0,11.0,348.0,359.0,9.0,39.88,6.18,38.6,0.0,0.0,5.0,3.0,42.0,34.0,3.0,11.33,4.85,14.0,0.0,0.0,30
Meher Minwalla,1,Pakistan,42.0,Pakistan Women,Right-hand bat,Right-arm medium-fast,11.0,9.0,3.0,9.0,1.5,76.0,11.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,126.0,136.0,1.0,136.0,6.47,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Masooma Junaid,1,Pakistan,30.0,"['Knights Women,', 'Pakistan Women,', 'South Zone Women (Pakistan)']",Left-hand bat,Left-arm medium,10.0,5.0,3.0,3.0,1.5,53.0,5.66,0.0,0.0,6.0,1.0,1.0,2.0,0.0,6.0,33.33,0.0,0.0,10.0,10.0,260.0,139.0,7.0,19.85,3.2,37.1,0.0,0.0,6.0,5.0,54.0,48.0,0.0,0.0,5.33,0.0,0.0,0.0,23
Maryam Butt,1,Pakistan,34.0,Pakistan Women,Right-hand bat,Left-arm medium-fast,12.0,11.0,4.0,56.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,270.0,165.0,4.0,41.25,3.66,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
Marina Iqbal,1,Pakistan,32.0,"['Central Zone Blues Women,', 'Pakistan Women']",Right-hand bat,Right-arm medium-fast,36.0,32.0,3.0,436.0,15.03,845.0,51.59,0.0,1.0,42.0,36.0,3.0,340.0,10.3,477.0,71.27,0.0,0.0,36.0,19.0,448.0,299.0,8.0,37.37,4.0,56.0,0.0,0.0,42.0,9.0,84.0,105.0,2.0,52.5,7.5,42.0,0.0,0.0,6
Mariam Hasan,1,Pakistan,34.0,"['North Zone Women (Pakistan),', 'Pakistan Women']",Right-hand bat,Right-arm medium-fast,3.0,3.0,0.0,14.0,4.66,52.0,26.92,0.0,0.0,5.0,3.0,1.0,9.0,4.5,14.0,64.28,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,42.0,23.0,4.0,5.75,3.28,10.5,0.0,0.0,30
Mariam Butt,1,Pakistan,32.0,"['Pakistan Women,', 'Punjab Women Greens']",Right-hand bat,Right-arm medium-fast,5.0,3.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Maham Tariq,1,Pakistan,22.0,Pakistan Women,Right-hand bat,Right-arm fast-medium,8.0,6.0,1.0,9.0,1.8,55.0,16.36,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,246.0,277.0,5.0,55.4,6.75,49.2,0.0,0.0,3.0,3.0,48.0,75.0,1.0,75.0,9.37,48.0,0.0,0.0,27
Nida Dar,1,Pakistan,32.0,Pakistan Women,Right-hand bat,Right-arm offbreak,68.0,61.0,3.0,875.0,15.08,1449.0,60.38,0.0,4.0,91.0,80.0,14.0,894.0,13.54,1002.0,89.22,0.0,2.0,68.0,68.0,2705.0,1791.0,63.0,28.42,3.97,42.9,2.0,0.0,91.0,86.0,1711.0,1456.0,83.0,17.54,5.1,20.6,1.0,1.0,15
Natalia Pervaiz,1,Pakistan,24.0,Pakistan Women,Right-hand bat,Right-arm medium,3.0,3.0,2.0,31.0,31.0,34.0,91.17,0.0,0.0,11.0,8.0,1.0,30.0,4.28,54.0,55.55,0.0,0.0,3.0,3.0,84.0,70.0,1.0,70.0,5.0,84.0,0.0,0.0,11.0,7.0,84.0,104.0,6.0,17.33,7.42,14.0,0.0,0.0,8
Nashra Sandhu,1,Pakistan,22.0,"['Pakistan A Women,', 'Pakistan Women']",Right-hand bat,Slow left-arm orthodox,24.0,13.0,6.0,18.0,2.57,154.0,11.68,0.0,0.0,20.0,7.0,3.0,7.0,1.75,22.0,31.81,0.0,0.0,24.0,24.0,1218.0,855.0,32.0,26.71,4.21,38.0,1.0,0.0,20.0,20.0,437.0,392.0,20.0,19.6,5.38,21.8,0.0,0.0,9
Naila Nazir,1,Pakistan,30.0,"['North Zone Women (Pakistan),', 'Pakistan Women']",Right-hand bat,Legbreak,3.0,3.0,2.0,16.0,16.0,62.0,25.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,96.0,86.0,2.0,43.0,5.37,48.0,0.0,0.0,1.0,1.0,18.0,19.0,0.0,0.0,6.33,0.0,0.0,0.0,41
Nahida Khan,1,Pakistan,33.0,"['Pakistan Women,', 'South Zone Women (Pakistan)']",Right-hand bat,Right-arm medium,51.0,47.0,2.0,1003.0,22.28,1688.0,59.41,0.0,5.0,50.0,48.0,6.0,588.0,14.0,738.0,79.67,0.0,0.0,51.0,2.0,36.0,18.0,1.0,18.0,3.0,36.0,0.0,0.0,50.0,1.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,2
Sumaiya Siddiqi,1,Pakistan,31.0,"['Pakistan Women,', 'South Zone Women (Pakistan)']",Right-hand bat,Right-arm medium,19.0,12.0,3.0,49.0,5.44,144.0,34.02,0.0,0.0,15.0,4.0,2.0,16.0,8.0,15.0,106.66,0.0,0.0,19.0,19.0,770.0,447.0,14.0,31.92,3.48,55.0,0.0,0.0,15.0,14.0,270.0,227.0,9.0,25.22,5.04,30.0,0.0,0.0,8
Sidra Ameen,1,Pakistan,27.0,"['Central Zone Blues Women,', 'Lahore Under-19s Women,', 'Lasers Women,', 'Pakistan Women']",Right-hand bat,Right-arm medium-fast,28.0,26.0,0.0,444.0,17.07,856.0,51.86,0.0,3.0,22.0,20.0,2.0,271.0,15.05,364.0,74.45,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Shumaila Qureshi,1,Pakistan,31.0,Pakistan Women,Right-hand bat,Right-arm offbreak,3.0,3.0,1.0,15.0,7.5,16.0,93.75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,138.0,111.0,4.0,27.75,4.82,34.5,0.0,0.0,1.0,1.0,24.0,20.0,1.0,20.0,5.0,24.0,0.0,0.0,1
Qanita Jalil,1,Pakistan,37.0,"['North Zone Women (Pakistan),', 'Pakistan Women']",Right-hand bat,Right-arm medium-fast,66.0,59.0,8.0,449.0,8.8,752.0,59.7,0.0,1.0,51.0,40.0,5.0,223.0,6.37,254.0,87.79,0.0,0.0,66.0,66.0,2208.0,1462.0,50.0,29.24,3.97,44.1,0.0,1.0,51.0,46.0,705.0,651.0,22.0,29.59,5.54,32.0,0.0,0.0,32
Sania Khan,1,Pakistan,34.0,"['Central Zone Greens Women,', 'Pakistan Women']",Right-hand bat,Right-arm medium,17.0,12.0,2.0,27.0,2.7,74.0,36.48,0.0,0.0,25.0,18.0,10.0,63.0,7.87,99.0,63.63,0.0,0.0,17.0,17.0,605.0,465.0,8.0,58.12,4.61,75.6,0.0,0.0,25.0,25.0,425.0,451.0,23.0,19.6,6.36,18.4,0.0,0.0,8
Sana Mir,1,Pakistan,33.0,"['Pakistan Women,', 'South Zone Women (Pakistan)']",Right-hand bat,Right-arm offbreak,115.0,106.0,19.0,1599.0,18.37,3729.0,42.88,0.0,3.0,100.0,80.0,23.0,796.0,13.96,1133.0,70.25,0.0,0.0,115.0,113.0,5672.0,3481.0,141.0,24.68,3.68,40.2,6.0,1.0,100.0,99.0,2126.0,1927.0,84.0,22.94,5.43,25.3,4.0,0.0,15
Sana Javed,1,Pakistan,36.0,"['North Zone Women (Pakistan),', 'Pakistan Women']",Right-hand bat,Right-arm medium-fast,20.0,19.0,0.0,275.0,14.47,633.0,43.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,6.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Sajjida Shah,1,Pakistan,31.0,"['Pakistan Women,', 'Sind Women,', 'South Zone Women (Pakistan)']",Right-hand bat,Right-arm offbreak,60.0,59.0,5.0,863.0,15.98,0.0,0.0,0.0,1.0,8.0,8.0,1.0,86.0,12.28,113.0,76.1,0.0,0.0,60.0,59.0,2724.0,1473.0,51.0,28.88,3.24,53.4,1.0,1.0,8.0,5.0,72.0,72.0,3.0,24.0,6.0,24.0,0.0,0.0,8
Sadia Yousuf,1,Pakistan,30.0,Pakistan Women,Right-hand bat,Slow left-arm orthodox,59.0,31.0,16.0,37.0,2.46,295.0,12.54,0.0,0.0,51.0,13.0,3.0,14.0,1.4,54.0,25.92,0.0,0.0,59.0,59.0,2838.0,1777.0,78.0,22.78,3.75,36.3,2.0,1.0,51.0,50.0,1048.0,1016.0,57.0,17.82,5.81,18.3,1.0,0.0,32
Rabiya Shah,1,Pakistan,27.0,"['Knights Women,', 'Pakistan Women,', 'South Zone Women (Pakistan)']",Left-hand bat,Right-arm offbreak,25.0,16.0,2.0,127.0,9.07,286.0,44.4,0.0,0.0,15.0,5.0,3.0,6.0,3.0,21.0,28.57,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Rabia Khan,1,Pakistan,34.0,Pakistan Women,Right-hand bat,Right-arm medium,13.0,13.0,0.0,162.0,12.46,521.0,31.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,198.0,111.0,5.0,22.2,3.36,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
Sabeen Rezvi,1,Pakistan,35.0,Pakistan Women,Right-hand bat,Right-arm offbreak,6.0,5.0,1.0,3.0,0.75,41.0,7.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,18.0,13.0,0.0,0.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Sabahat Rasheed,1,Pakistan,37.0,Pakistan Women,Right-hand bat,Right-arm medium-fast,13.0,7.0,5.0,10.0,5.0,43.0,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,613.0,406.0,12.0,33.83,3.97,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Tasqeen Qadeer,1,Pakistan,40.0,Pakistan Women,Right-hand bat,Right-arm medium-fast,19.0,19.0,1.0,288.0,16.0,689.0,41.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Urooj Mumtaz,1,Pakistan,34.0,"['Asia Women XI,', 'Pakistan Women,', 'South Zone Women (Pakistan)']",Right-hand bat,Legbreak,38.0,37.0,2.0,502.0,14.34,1362.0,36.85,0.0,1.0,9.0,9.0,2.0,87.0,12.42,128.0,67.96,0.0,0.0,38.0,31.0,1085.0,878.0,36.0,24.38,4.85,30.1,1.0,2.0,9.0,9.0,177.0,127.0,6.0,21.16,4.3,29.5,0.0,0.0,41
Umaima Sohail,1,Pakistan,22.0,"['Pakistan A Women,', 'Pakistan Women']",Right-hand bat,Right-arm medium-fast,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,10.0,0.0,145.0,14.5,138.0,105.07,0.0,0.0,2.0,1.0,18.0,19.0,0.0,0.0,6.33,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Sandamali Dolawatte,1,Sri Lanka,36.0,"['Colts Cricket Club Women,', 'Sri Lanka Women']",Right-hand bat,Legbreak,53.0,41.0,6.0,431.0,12.31,0.0,0.0,0.0,1.0,24.0,17.0,2.0,97.0,6.46,186.0,52.15,0.0,0.0,53.0,33.0,870.0,584.0,25.0,23.36,4.02,34.8,1.0,1.0,24.0,12.0,133.0,131.0,5.0,26.2,5.9,26.6,0.0,0.0,41
Vanessa Bowen,1,Sri Lanka,45.0,Colts Cricket Club Women,Right-hand bat,Right-arm medium,13.0,12.0,3.0,291.0,32.33,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,60.0,37.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
Kavisha Dilhari,1,Sri Lanka,18.0,Sri Lanka Women,Right-hand bat,Right-arm offbreak,4.0,4.0,2.0,58.0,29.0,75.0,77.33,0.0,0.0,6.0,6.0,1.0,35.0,7.0,41.0,85.36,0.0,0.0,4.0,4.0,182.0,125.0,3.0,41.66,4.12,60.6,0.0,0.0,6.0,5.0,66.0,106.0,2.0,53.0,9.63,33.0,0.0,0.0,8
Chamika Bandara,1,Sri Lanka,39.0,"['Marians Ladies,', 'Slimline Sport Club Women,', 'Sri Lanka Women']",Right-hand bat,Right-arm medium-fast,1.0,1.0,0.0,3.0,3.0,17.0,17.64,0.0,0.0,2.0,2.0,0.0,10.0,5.0,14.0,71.42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,18.0,0.0,0.0,9.0,0.0,0.0,0.0,30
Dharshani Dharmasiri,1,Sri Lanka,33.0,"['Marians Ladies,', 'Sri Lanka Women']",Left-hand bat,Left-arm fast-medium,3.0,3.0,1.0,6.0,3.0,18.0,33.33,0.0,0.0,3.0,3.0,1.0,10.0,5.0,15.0,66.66,0.0,0.0,3.0,3.0,108.0,71.0,2.0,35.5,3.94,54.0,0.0,0.0,3.0,3.0,24.0,33.0,0.0,0.0,8.25,0.0,0.0,0.0,37
Nilakshi de Silva,1,Sri Lanka,30.0,"['Colts Cricket Club Women,', 'Sri Lanka Army Sports Club Women,', ""Sri Lanka Cricket Women's XI,"", 'Sri Lanka Women,', 'Western Province Women (Sri Lanka)']",Right-hand bat,Right-arm slow-medium,16.0,15.0,2.0,239.0,18.38,396.0,60.35,0.0,0.0,29.0,24.0,4.0,203.0,10.15,218.0,93.11,0.0,0.0,16.0,10.0,276.0,269.0,4.0,67.25,5.84,69.0,0.0,0.0,29.0,18.0,205.0,232.0,11.0,21.09,6.79,18.6,0.0,0.0,33
WA Chandrawathi,1,Sri Lanka,38.0,Sri Lanka Women,Right-hand bat,Right-arm medium,5.0,5.0,1.0,32.0,8.0,86.0,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,81.0,62.0,2.0,31.0,4.59,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
Suwini de Alwis,1,Sri Lanka,44.0,"['Marians Ladies,', 'Sri Lanka Women']",Left-hand bat,Slow left-arm orthodox,49.0,47.0,5.0,604.0,14.38,1223.0,49.38,0.0,1.0,10.0,9.0,0.0,98.0,10.88,121.0,80.99,0.0,0.0,49.0,46.0,2103.0,1256.0,58.0,21.65,3.58,36.2,3.0,0.0,10.0,9.0,177.0,161.0,10.0,16.1,5.45,17.7,0.0,0.0,9
Rose Fernando,1,Sri Lanka,40.0,"['Kurunegala Youth Cricket Club Women,', 'Slimline Sport Club Women,', 'Sri Lanka Women']",Right-hand bat,Right-arm offbreak,37.0,22.0,5.0,176.0,10.35,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,35.0,1631.0,620.0,43.0,14.41,2.28,37.9,3.0,0.0,3.0,3.0,54.0,61.0,2.0,30.5,6.77,27.0,0.0,0.0,1
Sumudu Fernando,1,Sri Lanka,38.0,"['Palink Sports Club,', 'Sri Lanka Women']",Right-hand bat,Right-arm medium,3.0,2.0,0.0,5.0,2.5,41.0,12.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,42.0,41.0,0.0,0.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
Hiruka Fernando,1,Sri Lanka,43.0,"['Colts Cricket Club Women,', 'Slimline Sport Club Women,', 'Sri Lanka Women']",Left-hand bat,Slow left-arm orthodox,60.0,59.0,11.0,1015.0,21.14,0.0,0.0,0.0,3.0,4.0,4.0,0.0,12.0,3.0,19.0,63.15,0.0,0.0,60.0,22.0,444.0,285.0,12.0,23.75,3.85,37.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
Inoshi Priyadharshani,1,Sri Lanka,32.0,"['Basnahira Province Women,', 'Central Province Women,', 'Colombo Cricket Club Women,', 'Marians Ladies,', 'Sri Lanka Women']",Right-hand bat,Right-arm offbreak,11.0,10.0,5.0,28.0,5.6,77.0,36.36,0.0,0.0,4.0,2.0,1.0,3.0,3.0,5.0,60.0,0.0,0.0,11.0,11.0,408.0,291.0,14.0,20.78,4.27,29.1,0.0,0.0,4.0,3.0,57.0,45.0,4.0,11.25,4.73,14.2,0.0,0.0,1
Chathurani Gunawardene,1,Sri Lanka,29.0,"['Kurunegala Youth Cricket Club Women,', 'Southern Province Women,', ""Sri Lanka Cricket Women's XI,"", 'Sri Lanka Women']",Left-hand bat,Right-arm medium-fast,2.0,2.0,1.0,12.0,12.0,62.0,19.35,0.0,0.0,5.0,4.0,1.0,30.0,10.0,48.0,62.5,0.0,0.0,2.0,1.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,5.0,90.0,101.0,3.0,33.66,6.73,30.0,0.0,0.0,6
Thalika Gunaratne,1,Sri Lanka,44.0,Sri Lanka Women,Right-hand bat,Slow left-arm orthodox,13.0,11.0,5.0,29.0,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,400.0,237.0,10.0,23.7,3.55,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
Chandima Gunaratne,1,Sri Lanka,37.0,"['Colombo Cricket Club Women,', 'Southern Ladies Cricket Club,', 'Sri Lanka Women']",Left-hand bat,Slow left-arm orthodox,15.0,13.0,8.0,44.0,8.8,129.0,34.1,0.0,0.0,19.0,3.0,2.0,1.0,1.0,3.0,33.33,0.0,0.0,15.0,14.0,672.0,438.0,10.0,43.8,3.91,67.2,1.0,0.0,19.0,19.0,386.0,376.0,11.0,34.18,5.84,35.0,0.0,0.0,9
Inoka Galagedara,1,Sri Lanka,42.0,"['Colombo Young Women Cricket Club,', 'Colts Cricket Club Women,', 'Marians Ladies,', 'Sri Lanka Women']",Right-hand bat,Right-arm fast-medium,40.0,35.0,1.0,239.0,7.02,571.0,41.85,0.0,1.0,23.0,22.0,1.0,309.0,14.71,396.0,78.03,0.0,0.0,40.0,5.0,39.0,30.0,2.0,15.0,4.61,19.5,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Nipuni Hansika,1,Sri Lanka,25.0,"['Moratuwa Sports Club Women,', 'Sri Lanka Army Sports Club Women,', 'Sri Lanka Cricket Combined Women,', ""Sri Lanka Cricket Women's XI,"", 'Sri Lanka Women']",Left-hand bat,Right-arm medium-fast,34.0,34.0,1.0,544.0,16.48,1082.0,50.27,0.0,1.0,20.0,20.0,0.0,189.0,9.45,300.0,63.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Indika Kankanange,1,Sri Lanka,45.0,"['Colts Cricket Club Women,', 'Sri Lanka Women']",Right-hand bat,Right-arm fast-medium,17.0,15.0,1.0,205.0,14.64,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,490.0,248.0,9.0,27.55,3.03,54.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Nobet Ida,1,Sri Lanka,26.0,"['Central Province Women,', 'Sri Lanka Cricket Combined Women,', 'Sri Lanka Women']",Right-hand bat,Right-arm slow-medium,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,20.0,0.0,0.0,6.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
