tweet,label,lang
"η σεντα σεβαστηκε τον τραυματισμο της σουντε και δεν την επελεξε. η αφροδιτη που την διαλεξε βρηκε τον μπελα της απο τις ""κυριες"" για να ειναι ενταξει η ασπρη ομαδα επρεπε να μην παιξει καμια και να αποχωρησουν. σημερα οι κυριες μας διδασκουν και δικαιοσυνη #survivorGR",0,GR
@USER εισαι ο μονος βολιωτης που συμπαθουμε,0,GR
Ποσο ασχημα φαίνονται τα εξτε ομως... ειδικα απο πισω τραγωδία... #shoppingstar,0,GR
"συν 1 εκατομμυριο φολοερς πηρε το κοριτσι σε 10 ωρες, αλλα αντικειμενικα αυτος ο κωλος το αξιζε.",1,GR
"δεύτερος τίτλος θεατρικής παράστασης ""ΑΡΧΙΜΑΣΤΟΡΑΣ ΣΟΛΝΕΣ"" #kalytera",0,GR
"@USER Βρε άι στο διάολο πανίβλακα που θα μιλήσεις σε γυναίκα έτσι προπαντός όταν δεν έχεις καν ιδέα τι λες. Τράβα πίσω στην σπηλιά και παίξε με τις μπαλίτσες σου. Ηλίθιε, ε ηλίθιε!",1,GR
συγνωμη ρε μαλακες ειναι τα ροδακινα στην κοζανη αμαζωχτα κι ακομα μαλακιζεστε εδω μεσα,1,GR
Σαν παλιάτσος είσαι σήμερα ρε! ναι πιράνχας σε σένα αναφέρομαι #poweroflovegr,0,GR
"""Σουζάνα, πάλι σκατά τα πήγες! Σε κρατάμε στο παιχνίδι για το μαναφούκι, αλλά μας έχουν πάρει χαμπάρι και θα μας αρχίσουν στα γιαούρτια!"" #GNTMgr",1,GR
@USER Παιδια μιχαλολιακος τζημερος και βελοπουλος δεν τραβανε μην μας τα πρηζετε,0,GR
@USER Εισαι αδιορθωτος.,0,GR
Πάρτους σπιτάκι σου αφού τόσο τους αγαπάς αλλά όπως είπε ένας αλληλέγγυος σαν εσένα όταν τον ρώτησαν αυτό ''αλληλέγγυος είμαι μαλάκας δεν είμαι ''.Έτσι δεν είναι ε;,1,GR
Καλά φωτογραφίζονται με τι κοτες. Να τη μαγειρέψει ξέρει καμμία; #gntmgr,1,GR
Ετσι ειναι Ελσα μου οταν εισαι τοσο κουκλαραολα σου πανε!Κομμενα και ραμμενα για σενα!#shoppingstar,0,GR
@USER Εισαι τουλαχιστον γυναικα;,0,GR
@USER Δεν μίλησα για να διώξουν τον κοσμο. Αναφέρθηκα στο ότι ζητάνε να καταπατηθούν αυτονόητα δικαιώματα για να μην ενοχληθούν οι πρόσφυγες. Συγγνώμη αλλά δεν γίνεται έτσι.,0,GR
#poweroflovegr Δώστε το έπαθλο στον Χουσεΐν.. . .. Τόσο καιρό τούς ανέχεται!,0,GR
@USER Αν ήξερες το 1/10 από όσα περνάνε γυναίκες με αντρα μουσουλμάνο συγνώμη για την έκφραση τέτοιες μαλακίες δεν θα έγραφες. Καλοί κ κακοί υπάρχουν σε όλες τις θρησκείες. Το θέμα με το ισλάμ κ ειδικότερα την Σαρία είναι οι προσταγές τους εναντίων απίστων και γυναικών,1,GR
Ποσά λετε να παίρνει ο τσικεν μάνατζερ; #GNTMgr,0,GR
"""Δεν είναι μαγκιά να μην ψηφίζεις να τους βάζεις όλους στο ίδιο καζάνι.Ναι,σε σένα μιλάω,που είσαι από 17 έως 21"" Άρθρο μου @USER για τη σημασία του να πάνε οι νέοι να ψηφίσουν #Ευρωεκλογές #ΣΥΡΙΖΑ #ΜεΤονΣΥΡΙΖΑ #ΑυτήΤηΦοράΨηφίζω #Ευρωεκλογές2019",0,GR
@USER Είσαι καλά; Και να σκιαχτεί ο Πέλοπας που τον αγαπάμε; Απα πα πα!,0,GR
"Meanwhile, σε χωρα όπου η κυβερνηση σκοπεύει να απελαύνει με διαδικασίες fast track πρόσφυγες...",0,GR
Δεκτή η αναίρεση της Δημητρίου για την άδεια #Κουφοντινα. 3 μέρες και τελειώνουμε με αυτούς #ερχεται_ΠΟΥΤΣΑ,0,GR
Η Σουζάνα που σε τόσες φωτογραφήσεις ήταν εκτός κονσεπτ γιατί μιλάει; #gntmgr,0,GR
Αχ τι γλυκουλενιος ο κυριος μπρατης μας με τη μαμα του #gntmgr,0,GR
ΛΕΥΤΕΡΗΣ ΜΥΤΙΛΗΝΑΙΟΣ - Ποιά είσαι εσύ μέσω του χρήστη @USER,0,GR
"Ενταξει φτανει, τι τα βασανιζετε τα καημενα μωρε, κριμα ειναι κ αυτες κι ψυχουλες #gntmgr",0,GR
@USER Τώρα κρέμασμα στην πουτανα.,1,GR
μαύρο στα μνημονιακά απόβλητα (συριζα νδ πασοκ) ξεφτιλες,1,GR
@USER Αυτός είναι σοβαρός εμπεριστατωμένος πολιτικός λόγος τώρα; Από μια μόνο πρόταση σου καταλαβαίνουμε σε ποσο δύσκολη θέση βρίσκεστε. Αύριο θα απολαύσεις τον αντίκτυπο της ασύστολης ψευτιάς και της εξαπάτησης ενός ολόκληρου λαού! #ερχεται_ΠΟΥΤΣΑ,0,GR
"""Δεν ήμουν καλή για γυναίκα σου και είμαι για ερωμένη σου;"" ΑΤΑΚΑΑΑΑΑΑ #AgriesMelisses",0,GR
"Πρωταγωνιστής από το Γυναίκα χωρίς όνομα: Δεν είχα να φάω, για τρεις μήνες έτρωγα δημητριακά -",0,GR
"Δεν θα πεταχτει για λίγο κ δίπλα στην Φινλανδία,να ακούσουμε κ κανένα perkele να τρελλαθούμε; #kokkinopotami",0,GR
@USER Τι λες μωρη. Δλδ αν γλειφω καμια γκομενα αλλα γουσταρω τη πουτσα ειμαι καταπιεσμενη λεσβια; διαφωνω φουλ. Αυτες τις ταμπελες τις βαζουν οι κομπλεξικες κραγμενες που τους βγαζουν ολους γκει.ακομα κ τους στρειτ,1,GR
"@USER Δεν το λέει ο ΣΥΡΙΖΑ. Η εμπειρία μας από τη διακυβέρνηση της Ν.Δ το λέει. Όσο για το αν έπρεπε να πάνε κάποιοι φυλακή, να σου υπενθυμίσω ότι αυτή την αρμοδιότητα την έχει η Δικαιοσύνη και όχι η κυβέρνηση. Η κυβέρνηση ως όφειλε ανέδειξε τα σκάνδαλα, η δικαιοσύνη τι κάνει;",0,GR
Α μωρή μαρτινα τραβά την μύτη άου να μεγαλώσει #GNTMgr Τόση κακία πχια για όλες έλεος κάπου χρυσό μου,1,GR
"@USER Για να καταλάβεις, ένας από Σ. Αραβία, Γάλλος πολίτης, είχε 14 γυναίκες κ 45 παιδιά. Έφτασε η υπόθεση στα δικαστήρια διότι έπαιρνε τα επιδόματα κ δεν απέδιδε ούτε ένα ευρώ απειλώντας τις γυναίκες του. Ποιός φταίει εδώ αν όχι το γαλλικό κράτος π αναγνωρίζει σε κάποιον 14 συζύγους;",0,GR
#shoppingstar Οτι τωρα η πωλητρια καταλαβε..οτι θελει ΠΛΑΤΦΟΡΜΑ......ετσι που το είπε..!,0,GR
"με Τάσο, Πανούλη και οχιά ξερνάω το γιαούρτι που έφαγα #masterchefgr_xeftiles",0,GR
Πάρις ναι είσαι η αγαπημένη μας #ShoppingStar,0,GR
#MasterChefGR όταν αύριο δίνεις ιστορία και στα διαλλειματα διαβάζεις για το αποχετευτικό σύστημα της ρωμης και είσαι σε φαση ο τελικός είναι πιο τραγικος,0,GR
"@USER Ξέρω τα πάντα γι αυτό το Αρχιδι μετά τον γαύρο,τρακα τσιγάρα έκανε στη Ρόδο που το έπαιζε προπονητής σε τοπικό",1,GR
Ασημινα πάρε φωτό κ άσε την καλύτερη #GNTMgr,0,GR
Πώς τα πάνε οι γυναίκες με το αυτοκίνητο;,0,GR
"Πάνε οι μαλάκες κ κάνουν μπλόκα για να μην περάσουν τα πούλμαν με τους μετανάστες, αντί να τους περιμένουν να τους κεράσουν χοιρινό.",1,GR
"Οταν σε...διατάξουν να μην ιδρώσεις, τι σκατά κάνεις; #gntmgr",0,GR
Προσπαθείς πολύ μέσα σου όμως ρε Σουζάνα μπορεί και 20 χιλιάδες λεύγες μή σου πώ.... #gntmgr,0,GR
"Έλεγα να κοιμηθώ το μεσημέρι αλλά με τέτοιο θέμα στο σοπινγκ σταρ, δεν το χάνω με τπτ #shoppingstar",0,GR
"@USER Ισκαρ, φτυς τ αρχιδια σου ρε φασιστοσκυλο...",1,GR
Εντάξει! Πνίγηκα με την σόπι σταρ... #giatinparea,0,GR
Σκουλε κραζεις τις υπολοιπες για να μην φανει εξαιρετικα χαλια η σημερινη αποτυχια του βυσματος σου; Για να δουμε οταν ερθει η ωρα της #gntmgr,0,GR
Η Σουζάνα είναι ροζ μπάτσος σήμερα! #gntmgr,0,GR
Θα παει η πεφικιτιδα συννεφο που βαζουν απο το ιδιο βουρτσακι της μάσκαρα #gntmgr,0,GR
Αγγούρι τελείως η σουζανα. Τη βαρέθηκα #gntmgr,1,GR
@USER Γιώργο είσαι άνθρωπος που βλέπει το ποτήρι μισογεμάτο ε;,0,GR
"@USER εννοώ ότι είχαν τα αρχίδια να επιβιώσουν και να εξαφανίσουν το φασισμό, αν περιμένουμε από κάτι μυαλά σαν τα δικά σου σωθήκαμε.",1,GR
Λίγη τέχνη επιτέλους στο #GNTMgr από τον Μπράτης ️,0,GR
#gntmgr τώρα αυτά τα σεντόνια που φόρεσαν θεωρούνται εκπληκτικα;,0,GR
"@USER Ρε Τάσο σού έχω μια ιδιαίτερη συμπάθεια γιατί δεν είσαι τσιράκι, τώρα είναι σοβαρά πράγματα αυτά πού γίνονται σε μεγάλη ομάδα, για εμένα και για πολλούς άλλους, αυτός ό κύκλος τού Μανολο μαζί με τούς παίχτες έχει κλείσει, και πρέπει να έρθουν άλλοι παίχτες και προπονητής.",0,GR
Τι κλαις μωρή Κατια λες και πήρες Όσκαρ;σε άδειο θέατρο ήσουν... #gntmgr,0,GR
#gntmgr Πηδηξου γενικά Ασιμηνα γιατι αυτο σου λειπει κοπελα μου..,1,GR
Και συ ρε να χλαπακιάζεις τον αγλέορα σε εστιατόριο του Ψυχικού και οι φρουροί σου όρθιοι πιο πέρα να πίνουνε μόνο νερό... #σιχτιρ_με_το_θράσοςσας,0,GR
Ότι η πορνογραφία ανηλίκων είναι... Πλημμελημα (!) με ξεπερνά. Γαμω τη δικαιοσύνη μας!,1,GR
Δείτε λίγο Αννα-Μαρια #GntmGr,0,GR
@USER Να ρωτήσω κάτι πρώτα; Είσαι από αυτούς που κοιτάζουν το δάχτυλο όταν τους δείχνουν κάτι;,0,GR
Πολύ όμορφες και η Τσολάκη και η Γκαγκάκη #mesimeri_skai,0,GR
Κάτι πήρε το αυτί μου για 7+. Δεν #ερχεται_ΠΟΥΤΣΑ απλά #ερχεται_ΒΟΙΔΟΠΟΥΤΣΑ #ekloges2019,0,GR
"Ο μητσοτάκης λέει έχει ξεπεράσει τις προσδοκίες των πολιτών, κ είναι αλήθεια, αυτοί που τον ψήφισαν ενώ περίμεναν να τους βγει λίγο μαλάκας, τους έχει βγει παραπάνω",1,GR
Η ξεφτίλα σε αυτη τη χώρα δεν εχει όρια,0,GR
"@USER αφού δεν έχει ιδέες ο μαλάκας τι το συνεχίζει; τίποτα...μόνο το καστ των ηθοποιών το σώζει το τσουκούρ, τίποτα άλλο.",1,GR
Δεν πειράζει Νίνα ήσουν τίμια και ταπεινή #gntmgr,0,GR
@USER Πολλές γυναίκες έχουν υποστεί επίθεση από αντίζηλος για τα μάτια κάποιου άνδρα! Δεν τις κάναμε όμως Ευρωβουλευτές!,1,GR
@USER Γιατί δεν είσαι σουργελο,1,GR
@USER Υποθέτω ότι είσαι λάτρης της αφερεμενης τέχνης σωστά;,0,GR
#XFactorGR παιζει αυτο ; Το βλεπει κανενας; Περα απο 15χρονες instagramer ...,0,GR
"ΜΠΙΘΙΚΩΤΣΗΣ ΜΙΑ ΓΥΝΑΙΚΑ ΦΕΥΓΕΙ Μαραμένα μες στο βάζο τα λουλούδια λυπημένα σ’ ένα κάδρο αγγελούδια. Δίπλα η βρύση με ρυθμό στάζει φριχτό τρίζει η πόρτα κι είν’ το σπίτι ανοιχτό. Μια γυναίκα φεύγει, μια σωστή κυρία τα βήματά της σβήνουν μια θλιβερή ιστορ",0,GR
τι τραβελι ειναι αυτο;μηπως ειναι μαριος;#kalomesimeraki,1,GR
Σε ένα παράλληλο σύμπαν η φραγκόκοτα βγαίνει με αβανταζ και την καλύτερη φωτογραφία ενω τα τοπ μοντέλα ξεπουπουλιάζοντε ανέμελα στην φάρμα. #FoodForThought #gntm #gntm2 #GNTMgr,0,GR
Μπράβο Κατια που παραδέχτηκες ότι έχεις μεγάλη ιδέα και την πάτησες και δεν δικαιολογήθηκες ! #gntmgr,0,GR
"Προς τα κάτω αναθεωρεί το ΔΝΤ τις προβλέψεις του για την οικονομική ανάπτυξη στην ευρωζώνη, προειδοποιώντας τις χώρες να προετοιμάσουν σχέδια έκτακτης ανάγκης, αφού ο ρυθμό ανάπτυξης δεν θα ξεπεράσει το 1,2%! Αισθάνεσαι εσύ μαλάκας που σε εξαπάτησε ο Κούλης Μητσοτάκης με το 4%;",0,GR
@USER Είσαι μέντιουμ;,0,GR
"Μαλακες με εψησε ο Πατουλης, τα παραταω ολα και γυριζω στην Ελλαδα, στην Αττικη των ονείρων μας.",0,GR
Οπως την κόβω μάλλον διδαξε συνταγές για κόλλυβα η γυναίκα,0,GR
@USER Κώστα Πρέπει να είσαι Πολύ χαρούμενος Και με τα παλιά σηριαλ,0,GR
Ασημίνα είσαι πιο αχωνευτη από όλες τις αχωνευτες ολοκληρου του κοσμου #gntmgr,1,GR
Ο #Μητσοτακης είναι ειλικρινής Πουλάει την αλήθεια του. Όσοι θέλουν αγοράζουν... #ΞΑΝΑΕΡΧΕΤΑΙ #ΞεκάθαραΠολύΘαρραλέος #ΝΔ_ξεφτιλες #να_τα_λεμε_κι_αυτα #Τσίπρας,0,GR
"ΠΡΙΝ ΑΠΟ ΤΟ ΠΡΩΤΟ ΜΟΥ kilo ΠΡΙΝ ΤΑ ΠΕΡΙΣΤΕΡΙΑ ΝΑ ΣΤΕΙΛΩ κεισι ο νεος γαμιας της γειτονιας, καλωσηρθες #GNTMgr",1,GR
@USER Οταν ο Βενιζελος εριξε το Πασοκ του Παπανδρεου του45% και το πηγε στο 4% ολα καλα ε; Οταν μας εκανε ουρα του Σαμαρα ολα ωραια ε; Ρε δεν πατε στο διαολο δεξιοι και υποτιθεμενοι του Πασοκ που σας επιασε ο πονος.,1,GR
@USER Αι ψοφα πιλότα.,1,GR
@USER Λιώνω. Από μετρητά πώς είσαι;,0,GR
@USER Μάλλον έγραψες ανοησία... Γι αυτό... Εκτός αν εννοείς ότι δεν είσαι ειδική στην κατανόηση. Έλα γεια...,0,GR
Τι ταμπακέρα version είν´τούτο; #TheVoiceGR,0,GR
Ειμαι πολυ κουρασμενη σημερα. Δεν εχω κουραγιο ουτε το φτυαρι να σηκωσω... #gntmgr,0,GR
Κατερινόπουλε εισαι μαλάκας.Τα πράγματα είναι ξεκάθαρα τον ακολούθησε γιατί δεν του εδωσε τα λεφτά που επρεπε.Λογομάχησαν τον καθάρισε κ τον εξαφάνισε.Πολύ θα ήθελες να φταίει η χήρα αλλα δεν οπότε μην αφήνεις υποννοούμενα είναι άδικο #fosstotounel,1,GR
"Α και η Ταμίλα Κουλιεβα,η Μάρθα τής #GynaikaXwrisOnoma μεταξύ των συνδαιτυμόνων του Παπαδόπουλου. Ας πει έστω σε αυτόν ότι Η Μαρίνα είναι κόρη της Κάτιας,και αυτός θα την καλέσει στην επόμενη εκπομπή να της το πει ο ίδιος. Μας έχει κουράσει η σιωπή της. #stinigiamas",0,GR
H μαμά Μπράτη γλυκύτατη... όπως και ο γιος της #GNTMgr,0,GR
Η κακεντρεχεια στο μεγαλειο της... #gntmgr,0,GR
@USER Να είσαι σίγουρη,0,GR
ΚΑΓΙΑ:ΣΗΜΕΡΑ ΘΑ ΦΥΓΕΙ ΑΠΟ ΤΟ #Gntm Η ΣΟΥΖΑΝΑ! ΖΟΥΖΑΝΑ:ΠΩΣ ΓΚΕΝΕΝ ΑΥΤΟ; #gntm2 #GNTMgr,0,GR
Ωραίο φόρεμα που της πάει. Μου αρέσει. #shoppingstar,0,GR
ΚΛΑΝΟΚΟΜΟΔΙΝΙ χρωμα να παρεις να σου ταιριαζει μωρη σαλουφαααααααα #shoppingstar,1,GR
Μήπως το FF να γίνει WWF; #GNTMgr,0,GR
"@USER Κομοτηνή ε; Εκεί που οι μουσουλμάνοι ψηφίζουν μουσουλμάνους, ψωνίζουν από μουσουλμάνους, πάνε σε γιατρούς μουσουλμάνους, σπουδάζουν τα παιδιά τους σε συντριπτικό ποσοστό στην Τουρκία και επιδοτούνται για να φοράνε τα κορίτσια κ οι γυναίκες τους το τσαντόρ; Αυτή την Κομοτηνή λέμε;",1,GR
Σάββατο μόνο γυναίκες βγαίνουν;,0,GR
"#ΙδέεςκαιΑπόψεις Ευρωπαίε διανοούμενε, ποιος είσαι; Κείμενο του Φρεντερίκ Βορμς, καθηγητή φιλοσοφίας και διευθυντή του Διεθνούς κέντρου μελέτης της σύγχρονης γαλλικής φιλοσοφίας (CIEPFC) στην Ecole Normale Supérieure του Παρισιού",0,GR
"""Γιατι αγαπαω εσενα. Κι αν ειμαστε συνεχεια μαζι,μπορει να χασω και εσενα."" Με συγκινησες Μελιτακο. Επισης και εγω σαγαπαω Μαρινα. #gynaikaxwrisonoma",0,GR
Για τον ΣΥΡΙΖΑ ο προοδευτισμός έγινε συνώνυμο της λέξης αναρχισμός! Σε ποια χώρα της υφηλίου οι πρόσφυγες και οι μετανάστες από την στιγμή που πατούν σε μία χώρα ορίζουν τον πολιτισμό και της παραδώσεις μιας χώρας! Αν αυτός είναι ο προοδευτισμός να τον χαίρεστε!,0,GR
Δεν ξέρω όλοι οι άντρες θα έπρεπε να ντρέπονται για όλες τις γυναίκες που είναι μόνες ή όλες οι γυναίκες θα πρεπε να ντρεπόμαστε που τους ευνούχισαμε Κ κάνουμε λάθος επιλογές. Βασικά ντροπή όλων μας που περνάμε τα καλύτερα μας χρόνια χωρίς έρωτα,0,GR
@USER Τεραστιος...πολυ θεαματικος...φοβερη εποχη...ειχαμε αυτους τους δυο...τον Κονορς...τον Νασταζε...στις γυναικες...αλλη κοντρα...η Ναβρατιλοβα με την Εβερτ...,0,GR
"#gntmgr Η Κάτια δεν θέλει να ψοφισει η κατσίκα του γείτονα, αλλά ο γείτονας.",1,GR
"Δεν τη λες και δώρο τη Μύκονο όταν πρέπει να διαφημίζουν καλλυντικά, ξενοδοχείο, ιδιωτική και τσιγάρα γλυκοπιοτο Σερέτης #gntmgr",0,GR
η φάτσα μου όταν βλέπω την Ασημίνα #gntmgr,0,GR
@USER Αν οι εδω χιλιαδες προσφυγες μουσουλμανοι τρωνε μονο αρνια τοτε στις γιορτες αν εχουμε θα το πληρωνουμε 25 ευρω το κιλο.,0,GR
"Ναι ολες απλα νυχια κανετε στη ζωη σας, ασε μας ασημινα #gntmgr",0,GR
"Δολια τηλεόραση τι τραβας... όλοι οι αμορφωτοι και οι αγραμματοι σε σενα ηρθα για ""δουλειά""... βλεπε Γωγουλινι.. #shoppingstar",1,GR
Τι δουλειά κάνει ο καινούργιος; Πείτε και σε μένα την αμόρφωτη.... #PowerofLoveGR,0,GR
"ακου λεει εχει κενα στα σχολεια, να πατε στου αυγουλεα παλιοπλεμπαιοι #ΝΔ_θελατε",1,GR
-Μέχρι και παιχνίδι της αγόρασα -Τί παιχνίδι; -Καλάσνικοφ... #gynaikaxwrisonoma,0,GR
"@USER Μίλαν τότε ο Σάρι, να είσαι και εσύ ήρεμος.",0,GR
@USER Αγράμματο αριστερό αρχιδι ήταν από πάντα εκεί. Δεν το ξέρεις αυτό; Αριστερό μου αρχιδι πρέπει να αρχίσεις και λίγο διάβασμα όχι όλο πληκτρολόγιο και πληκτρολόγιο εντάξει;,1,GR
#gntmgr Η συνονόματη σας δικαζει σήμερα,0,GR
Είπα θα αργήσω να πάω δουλειά σήμερα και έχω φτιάξει καφέ και έβαλα mad Tv και έπαιξε Αντώνη Βαρδή είσαι το τσιγάρο που κρατώ και τώρα το δηλητήριο από Καρρα-Κωνσταντίνα και έβαλα λίγο ουίσκι στον καφέ ποιος με είδε γιατί χεστηκα,0,GR
"Aχ ας ημερησουμε λιγο με τα χωρια και τις λαικες και τις καθημερινες ""υποτιμητικες"" δουλειες που βγαζουν τιμια το ψωμι τους τοσοι ανθρωποι. Σιχαμενες δηθεν πρωτευουσιανες εσεις. ΑΣΑΠΕΡΑ ΡΕ ΑΣΑΠΕΡΑ. #GntmGR #Gntm",1,GR
Αντικειμενικα έπρεπε να αποχωρίσει ή η Τριαντη ή Λιακ and the covers. #XFactorGR,0,GR
"Μη στεναχωριεσται βρε ,μη κλαίτε.#gntmgr",0,GR
"- Είσαι η ζωή μου. - Να με προσέχεις λοιπόν, γιατί η ζωή είναι γλυκιά....",0,GR
Σιγά ρε Μπράτη θα μας πάρει κανα καρφί ξώφαλτσα! #gntmgr,0,GR
@USER Κι εγω σε φιλω κοριτσι μου!Εισαι γλυκυτατο πλασμα!Καλη σου νυχτα!,0,GR
"Από τη μια, ο φιλο #ΝΔ_ξεφτίλες Τύπος κάνει ό,τι μπορεί για να καλλιεργήσει κλίμα... ""σεμνότητας"" στις τάξεις του κόμματος. Κι από την άλλη βλέπεις στο twitter τί τρεντάρει τίγκα στο μίσος από τους Δεξιούς κι απορείς... Μην απορείς! Δεν άλλαξαν! #ekloges19",0,GR
Βρίσκουν μαλάκες αφού....... #ekloges19,1,GR
@USER Η απάντηση εξαρτάται από το αν στο παντελόνι είσαι αριστερος ή δεξιος,0,GR
"Μια ευφυής υποτακτική αναγνωρίζει την ομορφιά του χορού στο περιθώριο. Είναι μια ισχυρή,ανεξάρτητη, ταλαντούχα,ικανή γυναίκα από μόνη της, αλλά λαχταρά για έναν Κυρίαρχο να της γαμησει το μυαλό της πολύ πριν αγγίξει το σώμα της. Θέλει έναν άντρα που να αναγνωρίζει την ιση ~Μ.Ο~",1,GR
εγώ ανοίγοντας την τηλεόραση μόνο και μόνο για να τις δω να τσακώνονται #GNTMgr,0,GR
Το μποτινι κάτω από το μακρύ φόρεμα αψυχολόγητο #thevoicegr,0,GR
@USER Χαχααα...μ αρέσεις που είσαι έξυπνη.,0,GR
Μακάρι να το πάρει ο Μανώλης αν και δεν τρελάθηκα και με αυτόν κατά την διάρκεια του ριάλιτι #MasterChefGR. Αααα και να δω τα μούτρα της άλλης όταν ανακοινωθεί το όνομα του Μανώλη. Σεφ-κριτές με απογοητεύσατε είστε #MasterChefGR_Xeftiles,0,GR
@USER Φαίνεται από το περπάτημα του κόσμου δίπλα στην εξέδρα ότι πρέπει να ήταν μεγαλύτερη από της Θεσσαλονίκης με τους επιδοτούμενους ...Ρομά; Σας #ερχεται_ΠΟΥΤΣΑ στις #ευρωεκλογές σαν πρώτη δόση,0,GR
